Time  Yaw  Pitch  Roll
0 0 0 0
0,02 0 0 0
0,04 347,4366 342,7581 16,80244
0,06 347,4366 342,7581 16,80244
0,08 347,4366 342,7581 16,80244
0,09999999 347,4366 342,7581 16,80244
0,12 347,4366 342,7581 16,80244
0,14 347,5319 342,8479 16,80939
0,16 347,526 342,8681 16,79238
0,18 347,4443 342,8235 16,70688
0,2 347,3866 342,7995 16,59874
0,22 347,3577 342,8009 16,45298
0,24 347,392 342,8249 16,32113
0,26 347,4904 342,887 16,22109
0,28 347,6152 342,9695 16,12336
0,3 347,809 343,0454 15,98508
0,32 347,963 343,0929 15,88598
0,34 348,0969 343,1367 15,79352
0,36 348,1953 343,1751 15,72437
0,38 348,2614 343,2234 15,67669
0,4 348,2866 343,2777 15,66862
0,42 348,2967 343,3466 15,67343
0,44 348,3098 343,4655 15,66599
0,46 348,2934 343,5401 15,65774
0,48 348,2517 343,5931 15,64726
0,5 348,199 343,6202 15,64935
0,52 348,1423 343,6345 15,66911
0,54 348,0668 343,652 15,72924
0,56 348,0355 343,6847 15,77732
0,58 348,0105 343,7557 15,84644
0,6 347,9986 343,8124 15,87802
0,62 347,9809 343,8546 15,88657
0,64 347,9475 343,9184 15,86225
0,66 347,9264 343,991 15,80696
0,68 347,9043 344,0874 15,74278
0,7 347,8802 344,2738 15,64911
0,72 347,8531 344,4451 15,58314
0,74 347,8222 344,5934 15,50879
0,76 347,7742 344,7304 15,45475
0,78 347,7406 344,8834 15,39067
0,8 347,7405 344,9939 15,35733
0,82 347,7823 345,1305 15,32473
0,84 347,8685 345,3316 15,29792
0,86 347,9513 345,4727 15,2837
0,88 348,0479 345,6498 15,2491
0,9 348,1029 345,7737 15,19853
0,92 348,1216 345,859 15,14133
0,94 348,1166 345,9418 15,07335
0,96 348,1059 346,0241 15,02341
0,98 348,089 346,1024 14,98834
1 348,0554 346,2136 14,97239
1,02 348,0165 346,2998 14,9699
1,04 347,9638 346,3556 14,97336
1,06 347,9085 346,3625 14,98217
1,08 347,8864 346,3406 14,98028
1,1 347,8834 346,2896 14,97097
1,12 347,9107 346,2407 14,96198
1,14 347,9646 346,1866 14,95923
1,16 348,0248 346,1359 14,95402
1,18 348,0796 346,095 14,95263
1,2 348,1369 346,0624 14,94133
1,22 348,1698 346,0338 14,9357
1,24 348,1887 346,0275 14,91896
1,26 348,2234 346,0735 14,8679
1,28 348,2358 346,1391 14,8049
1,3 348,2386 346,2173 14,72473
1,32 348,2386 346,3038 14,63684
1,34 348,2457 346,4333 14,51435
1,36 348,2619 346,5236 14,42605
1,38 348,2768 346,6124 14,3493
1,4 348,2843 346,6998 14,29643
1,42 348,2966 346,7499 14,27138
1,44 348,315 346,7888 14,26617
1,46 348,3507 346,8219 14,2748
1,48 348,382 346,8313 14,28745
1,5 348,4109 346,8345 14,28376
1,52 348,4237 346,827 14,26525
1,54 348,4267 346,8257 14,22071
1,56 348,4131 346,8397 14,17157
1,58 348,3585 346,8829 14,10545
1,6 348,2985 346,9442 14,0487
1,62 348,2474 347,014 13,98613
1,64 348,1938 347,0712 13,91993
1,66 348,1445 347,1399 13,85062
1,68 348,1249 347,2158 13,76801
1,7 348,1508 347,3241 13,61944
1,72 348,2033 347,3951 13,46177
1,74 348,26 347,4795 13,28316
1,76 348,3827 347,6043 12,94807
1,78 348,5466 347,7328 12,59632
1,8 348,772 347,9162 12,16001
1,82 349,1613 348,2191 11,38412
1,84 349,4978 348,4965 10,63677
1,86 349,9357 348,8708 9,525376
1,88 350,2702 349,1555 8,570048
1,9 350,6129 349,5164 7,504645
1,92 350,9727 350,0528 6,231979
1,94 351,2077 350,6063 5,184553
1,96 351,3867 351,1905 4,313131
1,98 351,5767 352,1364 3,45488
2 351,7011 352,9531 2,97655
2,02 351,7967 353,7908 2,600251
2,04 351,8627 354,8068 2,211958
2,06 351,894 355,5018 1,957364
2,08 351,9385 356,0128 1,73522
2,1 352,0135 356,3809 1,562246
2,12 352,1193 356,6707 1,450104
2,14 352,236 356,992 1,396715
