Time  Yaw  Pitch  Roll
0 0 0 0
0,02 0 0 0
0,04 357,485 12,79425 1,980183
0,06 357,485 12,79425 1,980183
0,08 357,485 12,79425 1,980183
0,09999999 357,485 12,79425 1,980183
0,12 357,485 12,79425 1,980183
0,14 357,4061 13,21311 1,780039
0,16 357,46 13,29174 1,777933
0,18 357,389 13,43881 1,494853
0,2 357,4592 13,47931 1,409297
0,22 357,4733 13,52547 1,221794
0,24 357,4254 13,48777 1,003873
0,26 357,4396 13,44827 0,9072226
0,28 357,4235 13,38664 0,4522087
0,3 357,3704 13,42113 0,2812656
0,32 357,338 13,42004 0,08957054
0,34 357,3114 13,34481 359,9354
0,36 357,4398 13,32008 359,6994
0,38 357,5433 13,21073 359,6125
0,4 357,6789 13,21645 359,3216
0,42 357,8177 13,01862 359,2017
0,44 357,8948 13,06 359,2495
0,46 357,8986 13,13192 359,2003
0,48 357,9091 13,26045 358,8576
0,5 357,8046 13,29673 358,8676
0,52 357,5976 13,5079 358,7217
0,54 357,3595 13,66167 358,7378
0,56 357,3406 13,73615 358,8422
0,58 357,3177 13,81626 358,9262
0,6 357,3377 13,82091 358,9641
0,62 357,3468 13,90266 359,1208
0,64 357,2838 13,90471 359,4405
0,66 357,2392 13,90602 359,5753
0,68 357,371 13,83364 359,645
0,7 357,3811 13,75265 359,5453
0,72 357,4763 13,7125 359,5116
0,74 357,6416 13,64193 359,5596
0,76 357,7784 13,59483 359,6112
0,78 357,9048 13,67212 359,6931
0,8 358,0378 13,77288 359,9389
0,82 358,106 13,86347 0,08257407
0,84 358,0611 13,91114 0,03653309
0,86 358,039 13,90845 -0,004908008
0,88 357,9664 13,99715 359,9236
0,9 357,9214 14,01337 359,8887
0,92 357,8409 14,08759 359,7878
0,94 357,6852 14,11748 359,7574
0,96 357,4431 14,17369 359,7419
0,98 357,0298 14,13696 359,4294
1 356,6717 14,07465 359,1538
1,02 356,1939 14,00599 358,765
1,04 355,7499 13,93196 358,3658
1,06 355,5406 13,94032 358,182
1,08 355,1688 13,89082 357,9729
1,1 354,8611 13,88891 357,6752
1,12 354,6834 14,05264 357,4642
1,14 354,5343 14,04503 357,251
1,16 354,2961 14,08508 356,5469
1,18 354,2748 14,31939 356,3928
1,2 354,6669 15,20483 356,7783
1,22 354,9084 15,95683 356,8366
1,24 355,301 16,7224 357,0781
1,26 355,7792 17,26918 357,3892
1,28 355,999 17,45878 357,445
1,3 356,2054 17,87275 357,7251
1,32 356,5541 18,53949 358,2567
1,34 356,6123 19,10625 358,2203
1,36 356,6287 19,2496 358,2155
1,38 356,7216 19,20829 358,5349
1,4 357,2595 18,98877 359,1997
1,42 358,0355 18,81409 359,9529
1,44 358,9024 18,71324 0,3866567
1,46 359,6713 18,88791 0,8418615
1,48 0,8720345 18,71885 1,429385
1,5 1,444581 18,65897 1,540393
1,52 2,022206 18,47369 1,864621
1,54 1,96675 18,53347 1,952093
1,56 1,879445 18,47432 1,666939
1,58 2,078988 18,61308 1,590643
1,6 1,566736 18,58912 1,431884
1,62 1,433568 19,3238 1,1617
1,64 1,175813 24,86726 0,7129716
1,66 1,023222 25,38993 0,2077258
1,68 359,7725 25,3103 0,107391
1,7 359,1633 25,16999 359,4521
1,72 358,8987 23,60455 359,7762
1,74 358,9866 23,14668 0,07823963
1,76 358,9034 22,94747 0,452076
1,78 358,8755 22,79814 0,5283653
1,8 359,2713 22,98549 0,8779737
1,82 358,9604 23,73122 0,7593719
1,84 358,4225 24,1241 0,6889351
1,86 358,4991 24,11441 1,000816
1,88 358,4206 24,10017 1,167835
1,9 358,6439 24,55586 1,501463
1,92 358,8673 25,12602 1,811686
1,94 358,941 25,47002 1,905959
1,96 359,2094 25,52941 1,89915
1,98 359,3709 25,48555 1,844896
2 359,9765 24,80417 1,699001
2,02 0,2927552 23,65384 1,388618
2,04 359,9077 23,27167 1,333735
2,06 359,8405 22,65096 1,442678
2,08 359,8347 22,45057 1,467075
2,1 359,9126 22,06276 1,500112
2,12 0,08393647 21,84806 1,589607
