Time  Yaw  Pitch  Roll
0 0 0 0
0,02 0 0 0
0,04 184,1029 6,807073 350,8664
0,06 184,1029 6,807073 350,8664
0,08 184,1029 6,807073 350,8664
0,09999999 184,1029 6,807073 350,8664
0,12 184,1029 6,807073 350,8664
0,14 180,4974 6,679589 350,2418
0,16 180,0994 6,797509 350,0599
0,18 179,4578 7,007885 349,3926
0,2 179,6716 7,282314 348,9343
0,22 179,8918 7,444094 348,7572
0,24 180,5553 7,950593 348,6933
0,26 181,2532 8,705688 348,9792
0,28 182,2926 10,04633 350,6147
0,3 183,8416 10,52453 350,7314
0,32 184,6156 10,68902 350,3242
0,34 185,934 10,81863 350,1103
0,36 187,3265 11,07771 350,1381
0,38 188,331 11,12965 350,2322
0,4 188,9246 11,19375 350,5995
0,42 188,9013 11,17026 350,7495
0,44 188,7537 11,27331 351,0556
0,46 188,4606 11,40336 351,3241
0,48 187,9969 11,5846 351,57
0,5 187,4739 11,79959 351,8599
0,52 187,2319 11,82853 351,9985
0,54 186,7148 11,86447 352,3446
0,56 186,0063 11,80872 352,6056
0,58 185,2868 11,93518 352,7424
0,6 184,5086 11,94568 352,9528
0,62 184,1244 11,91432 353,0335
0,64 183,2665 11,92588 353,1201
0,66 182,4583 11,95555 353,2754
0,68 181,6836 12,01801 353,3997
0,7 181,3683 12,11059 353,4286
0,72 180,6944 12,13226 353,5212
0,74 180,0147 12,15412 353,7026
0,76 179,3794 12,15883 353,9243
0,78 179,0358 12,14932 353,9078
0,8 178,3898 12,14812 353,9152
0,82 177,8821 12,26359 353,9751
0,84 177,4944 12,15371 354,1549
0,86 177,2598 12,10329 354,3626
0,88 177,1623 12,12477 354,4548
0,9 177,1651 12,03417 354,837
0,92 177,2607 11,97447 355,2923
0,94 177,4591 11,93613 355,7765
0,96 177,6046 11,94029 356,3579
0,98 177,6433 11,91639 356,607
1 177,6881 11,92786 357,0416
1,02 177,6252 11,91357 357,4765
1,04 177,4489 11,8458 357,8605
1,06 177,3288 11,90134 358,0348
1,08 177,0753 11,94551 358,3111
1,1 176,7564 12,0656 358,5769
1,12 176,3609 12,06377 358,8573
1,14 175,8894 12,19734 359,03
1,16 175,3506 12,26367 359,1247
1,18 175,1285 12,37249 359,1366
2,24 175,8965 14,77402 358,8956
2,26 175,9817 14,75091 358,9109
2,28 176,2227 14,79195 358,8011
2,3 176,5365 14,78417 358,5957
2,32 56,14571 16,25727 350,6282
2,34 56,19059 16,19538 350,5661
2,36 56,23633 16,04249 350,4343
2,38 56,25676 15,81435 350,313
2,4 56,33221 15,40974 350,2796
2,42 56,38477 15,3001 350,173
2,44 56,6032 14,91202 349,9351
2,46 56,9737 14,62714 349,6695
2,48 57,39521 14,31991 349,5986
2,5 57,704 14,1677 349,6848
2,52 58,21145 13,80898 349,7314
2,54 58,72028 13,42799 349,7515
2,56 59,29406 13,0239 349,8208
2,58 59,47516 12,7189 349,8681
2,6 59,83744 12,23725 349,8421
2,62 60,08912 11,74611 349,8228
2,64 60,18342 11,2425 349,8648
2,66 60,2111 10,61257 349,7696
2,68 60,11816 9,989615 349,7805
2,7 60,02556 9,641904 349,7362
2,72 59,88339 9,017735 349,6806
2,74 59,6437 8,39575 349,6848
2,76 59,14684 7,824002 349,769
2,78 58,76253 7,551257 349,7976
2,8 57,85055 7,121842 349,8848
2,82 56,75473 6,830868 349,9304
2,84 55,42209 6,530106 350,1754
2,86 53,98308 6,434633 350,6005
2,88 52,44083 6,409823 350,9585
2,9 51,68349 6,454817 351,1411
2,92 50,08385 6,520023 351,5582
2,94 48,4585 6,56194 351,9938
2,96 46,84087 6,642272 352,4426
2,98 45,383 6,654172 352,8653
3 44,62865 6,632249 353,0952
3,02 43,17455 6,670637 353,4679
3,04 41,81013 6,679363 354,0069
3,06 40,43495 6,751785 354,3958
3,08 39,01978 6,879216 354,9236
3,1 38,30922 6,99055 355,1552
3,12 37,04053 7,190289 355,5085
3,14 35,88273 7,208849 355,847
3,16 34,74239 7,261885 356,2896
