stall-start stall-duration
28 0,3799992
29 1,059999
30 0,3600006
49 0,3400002
50 0,5
51 1,360001
52 0,2199974
60 0,2399979
61 0,2999954
62 0,05999756
70 0,4800034
71 0,08000183
72 0,159996
85 0,1200027
86 0,2399979
87 0,2600021
88 0,1399994
89 0,1399994
98 0,1000061
100 0,5599976
111 0,1800003
112 0,09999847
158 0,06001282
172 0,5999908
173 0,08000183
174 0,1000061
175 0,08000183
