Time  Yaw  Pitch  Roll
0 0 0 0
0,02 0 0 0
0,04 235,7433 7,419427 348,2045
0,06 235,7433 7,419427 348,2045
0,08 235,7433 7,419427 348,2045
0,09999999 235,7433 7,419427 348,2045
0,12 235,7433 7,419427 348,2045
0,14 236,7889 7,195108 349,0082
0,16 236,7889 7,195108 349,0082
0,18 237,6224 7,304023 349,9915
0,2 238,1754 8,143981 350,5766
0,22 238,7431 9,132798 351,4278
0,24 239,6889 10,35689 352,3259
0,26 240,7609 11,18557 353,0486
0,28 242,0104 12,0834 354,0491
0,3 242,6601 12,49105 354,3884
0,32 244,1895 12,70787 354,8983
0,34 246,3926 12,67064 355,6352
0,36 248,5272 12,6035 356,4774
0,38 250,723 12,5219 357,4799
0,4 251,7795 12,48228 358,0091
0,42 253,9164 12,39738 359,1075
0,44 256,0479 12,46695 359,9356
0,46 257,9618 12,45822 0,76794
0,48 259,558 12,48826 1,545464
0,5 260,2483 12,5517 1,857
0,52 261,4588 12,51391 2,265976
0,54 262,3321 12,27922 2,494606
0,56 263,1732 11,89384 2,839289
0,58 263,5114 11,69612 2,946903
0,6 263,7422 11,3361 3,058229
0,62 264,3438 10,5551 3,167945
0,64 263,7801 10,66635 2,957755
0,66 263,3263 8,774907 4,001812
0,68 263,3263 8,774907 4,001812
0,7 262,7264 8,424273 3,728104
0,72 262,0127 7,746678 3,423842
0,74 261,2137 7,181937 3,051905
0,76 260,4516 6,671806 2,649618
0,78 259,7159 6,167308 2,159465
0,8 259,7159 6,167308 2,159465
0,82 259,1295 5,883801 1,8654
0,84 258,5295 5,521589 1,499975
0,86 258,1519 5,013253 0,996756
0,88 258,1381 4,483509 0,5156143
0,9 258,1965 3,997183 0,1534553
0,92 258,0676 3,667869 359,7823
0,94 258,0042 3,265774 359,5
0,96 257,6753 3,008157 359,1561
0,98 257,6753 3,008157 359,1561
1 257,3535 2,818006 358,8006
1,02 256,9649 2,882967 358,3382
1,04 256,5501 2,951087 357,9042
1,06 256,1682 3,029309 357,3492
1,08 255,9306 3,152 356,8048
1,1 255,8745 3,118442 356,3333
1,12 255,7898 3,126253 356,3207
1,14 255,7339 3,075715 356,3677
1,16 255,7339 3,075715 356,3677
1,18 255,8083 2,935261 356,3768
1,2 255,9801 2,908274 356,2885
1,22 256,17 2,802947 356,2704
1,24 256,4724 2,620876 356,355
1,26 256,7766 2,574055 356,4269
1,28 257,238 2,466665 356,4452
1,3 257,7696 2,56991 356,3733
1,32 258,3074 2,69331 356,3733
1,34 258,6828 2,818842 356,3626
1,36 258,6828 2,818842 356,3626
1,38 259,0215 2,908504 356,1562
1,4 259,4413 3,073845 355,9744
1,42 259,8673 3,118485 355,9299
1,44 260,2522 3,18002 355,8764
1,46 260,5431 3,365769 355,7224
1,48 261,0387 3,592732 355,6153
1,5 261,4379 3,860095 355,6435
1,52 261,6854 4,012428 355,5692
1,54 261,955 4,104861 355,53
1,56 262,0526 4,226879 355,4727
1,58 262,0526 4,226879 355,4727
1,6 262,011 4,307375 355,5363
1,62 261,9517 4,30937 355,5413
1,64 261,9294 4,42273 355,6024
1,66 262,0014 4,588476 355,6345
1,68 262,0504 4,665255 355,704
1,7 262,197 4,680124 355,7887
1,72 262,2908 4,66661 355,9478
1,74 262,409 4,617213 356,0905
1,76 262,4675 4,641285 356,1502
1,78 262,6566 4,651616 356,2431
1,8 262,8011 4,664065 356,4978
1,82 262,9063 4,609962 356,6875
1,84 262,9942 4,687111 356,8037
1,86 263,0465 4,651418 356,9438
1,88 263,0844 4,629636 357,217
1,9 263,1575 4,654481 357,3994
1,92 263,2545 4,71039 357,5112
1,94 263,4678 4,913648 357,7928
1,96 263,5825 4,999664 357,9239
1,98 263,7837 5,173543 358,1984
2 263,9596 5,331863 358,3642
2,02 264,1718 5,374304 358,442
2,04 264,3665 5,475944 358,4612
2,06 264,4584 5,508253 358,4603
2,08 264,686 5,64297 358,4911
2,1 264,8158 5,794009 358,6335
2,12 264,9714 5,892495 358,8459
