Time  Yaw  Pitch  Roll
0 0 0 0
0,02 0 0 0
0,04 318,7901 4,377049 4,937009
0,06 318,7901 4,377049 4,937009
0,08 318,7901 4,377049 4,937009
0,09999999 318,7901 4,377049 4,937009
0,12 318,7901 4,377049 4,937009
0,14 318,1873 3,081201 4,832253
0,16 318,1873 3,081201 4,832253
0,18 317,0729 0,3950172 5,035785
0,2 316,7377 359,5593 5,114896
0,22 315,2321 354,9178 5,924679
0,24 315,058 354,1579 6,034164
0,26 314,9361 353,1898 5,999821
0,28 314,8099 352,7714 5,871931
0,3 314,7983 352,6892 5,777643
0,32 314,6445 352,4355 5,797171
0,34 314,3313 352,1575 5,876557
0,36 313,7662 351,7761 6,003209
0,38 313,0535 351,4888 6,19389
0,4 312,6944 351,3465 6,178529
0,42 311,8077 351,084 6,190154
0,44 310,7679 350,6285 6,297894
0,46 309,6967 350,1711 6,425098
0,48 308,9002 349,8303 6,468209
0,5 308,252 349,6098 6,66769
0,52 307,9997 349,5766 6,637382
0,54 307,5031 349,5563 6,789219
0,56 307,1855 349,469 6,925881
0,58 307,004 349,4146 7,096803
0,6 306,955 349,3766 7,125465
0,62 306,8589 349,4381 7,209193
0,64 306,9719 349,5143 7,174053
0,66 306,9875 349,6081 7,14807
0,68 307,0563 349,8391 7,181732
0,7 307,0894 350,0656 7,192197
0,72 307,1763 350,2393 7,241206
0,74 307,2294 350,6413 7,239298
0,76 307,3654 351,2373 7,262353
0,78 307,6125 351,8304 7,184182
0,8 307,6293 352,1714 7,106168
0,82 307,6293 352,1714 7,106168
0,84 307,6136 352,3745 7,062044
0,86 307,5114 352,3232 7,155785
0,88 307,4559 352,2222 7,099482
0,9 307,1794 352,2336 7,027471
0,92 306,6232 352,0275 7,036002
0,94 306,2456 351,8218 7,244936
0,96 305,9244 351,7509 7,397071
0,98 305,8109 351,764 7,459112
1 305,8109 351,764 7,459112
1,02 305,8018 351,868 7,486182
1,04 305,8783 351,9206 7,50689
1,06 305,8803 351,9729 7,531081
1,08 305,9247 352,033 7,557685
1,1 305,9914 352,1492 7,579336
1,12 306,1061 352,2343 7,606677
1,14 306,137 352,3258 7,591273
1,16 306,1512 352,4027 7,608396
1,18 306,1512 352,4027 7,608396
1,2 306,1761 352,5423 7,619628
1,22 306,2033 352,5892 7,615397
1,24 306,2205 352,6638 7,585987
1,26 306,264 352,7872 7,623734
1,28 306,3203 352,9185 7,631267
1,3 306,3922 353,0757 7,609065
1,32 306,4054 353,2083 7,60384
1,34 306,3736 353,1905 7,57249
1,36 306,356 353,2172 7,551765
1,38 306,3025 353,2193 7,532567
1,4 306,3025 353,2193 7,532567
1,42 306,2306 353,1618 7,525898
1,44 305,6855 352,6329 7,555705
1,46 304,9919 352,2207 7,605593
1,48 304,1943 351,9215 7,622436
1,5 303,5758 352,0314 7,607712
1,52 303,1568 352,2969 7,479759
1,54 302,8661 352,6459 7,492232
1,56 302,6427 353,5543 7,44814
1,58 302,5132 354,5994 7,398576
1,6 302,5132 354,5994 7,398576
1,62 302,5615 356,2191 7,184117
1,64 302,6358 357,7839 6,909811
1,66 302,5482 359,2139 6,429898
1,68 302,5342 0,6019555 6,059853
1,7 302,5817 1,781674 5,788455
1,72 302,7678 3,017063 5,629899
1,74 303,1507 4,37123 5,447946
1,76 303,6215 5,642853 5,232617
1,78 304,101 6,586421 5,145076
1,8 304,101 6,586421 5,145076
1,82 304,4933 7,45744 5,162436
1,84 304,7587 8,244302 4,984589
1,86 304,8949 8,623007 5,053621
1,88 305,2838 9,181411 5,177107
1,9 305,5371 9,723106 5,218831
1,92 306,0468 10,34197 5,167308
1,94 306,6296 10,86647 5,286505
1,96 307,2019 11,23165 5,48867
1,98 307,7471 11,38725 5,743934
2 307,7471 11,38725 5,743934
2,02 308,1295 11,61119 5,683197
2,04 308,597 11,86814 5,597587
2,06 309,0363 12,01822 5,632643
2,08 309,4964 11,90377 6,021515
2,1 310,1174 11,8322 6,474783
2,12 310,8694 11,89948 6,88735
