Time  Yaw  Pitch  Roll
0 0 0 0
0,02 0 0 0
0,04 221,5453 7,015067 4,070932
0,06 221,5453 7,015067 4,070932
0,08 221,5453 7,015067 4,070932
0,09999999 221,5453 7,015067 4,070932
0,12 221,5453 7,015067 4,070932
0,14 221,7514 7,114251 4,447858
0,16 221,8042 7,137882 4,566322
0,18 221,7933 7,141765 4,622534
0,2 221,7333 7,298018 4,663619
0,22 221,7093 7,573695 4,755208
0,24 221,7748 7,712635 4,700596
0,26 221,7692 7,822719 4,633592
0,28 221,7893 7,789327 4,604997
0,3 221,7963 7,914952 4,636399
0,32 221,7567 8,071942 4,600198
0,34 221,7931 8,220484 4,725478
0,36 221,7741 8,273993 4,842757
0,38 221,7799 8,193357 4,800223
0,4 221,7701 8,115399 4,795403
0,42 221,7543 8,054701 4,82801
0,44 221,7436 7,975161 4,895637
0,46 221,7574 7,954294 4,942139
0,48 221,721 7,844733 4,978611
0,5 221,7073 7,792651 5,062313
0,52 221,7487 7,806057 5,150674
0,54 221,7434 7,755763 5,206981
0,56 221,7278 7,65389 5,246837
0,58 221,7215 7,608846 5,267257
0,6 221,5984 7,599193 5,248621
0,62 221,3831 7,592046 5,190979
0,64 221,2493 7,483435 5,096929
0,66 221,4156 7,38787 4,895
0,68 221,6763 7,33322 4,846149
0,7 222,1297 6,96564 4,86233
0,72 222,3323 6,629477 4,853669
0,74 222,6982 6,439709 5,03435
0,76 223,1136 6,480561 5,245787
0,78 223,3049 6,476478 5,418104
0,8 223,3494 6,404916 5,430696
0,82 223,2632 6,488045 5,536508
0,84 223,0113 6,521078 5,514461
0,86 222,7284 6,511117 5,525789
0,88 222,5731 6,474758 5,546164
0,9 222,2842 6,483967 5,569153
0,92 222,0271 6,557779 5,574745
0,94 221,9529 6,665343 5,581384
0,96 222,1088 6,629725 5,625401
0,98 222,1504 6,624012 5,628102
1 222,4989 6,415868 5,650299
1,02 222,8717 6,239095 5,573582
1,04 223,2046 6,145495 5,561617
1,06 223,5634 6,961563 5,566335
1,08 223,2792 6,560109 5,74679
1,1 223,622 6,674122 5,75469
1,12 223,8235 6,360021 5,335443
1,14 223,9428 6,068145 5,106612
1,16 224,1036 5,338544 4,783574
1,18 224,1752 4,935568 4,689468
1,2 224,4621 4,251872 4,439199
1,22 224,7231 3,6514 4,29435
1,24 224,8352 3,136832 4,197339
1,26 224,8829 2,701368 4,10921
1,28 225,0069 2,53816 4,07473
1,3 225,0344 2,192111 3,97587
1,32 225,069 1,848464 3,814002
1,34 225,0712 1,688547 3,628991
1,36 225,1035 1,464744 3,500426
1,38 225,1297 1,41915 3,402801
1,4 225,0833 1,300972 3,171305
1,42 224,981 1,244552 2,961184
1,44 224,779 1,137483 2,884016
1,46 224,5512 0,965931 3,100915
1,48 224,4891 0,8962647 3,077316
1,5 224,4131 0,7609295 2,986423
1,52 224,1913 0,4485095 2,817047
1,54 223,9346 0,1337171 2,724639
1,56 223,7625 359,9222 2,711683
1,58 223,6779 359,8801 2,768897
1,6 223,4819 359,7899 2,822626
1,62 223,3273 359,8938 2,857043
1,64 223,28 0,013548 2,912136
1,66 223,2673 0,2403703 2,943935
1,68 223,2764 0,3460591 2,962028
1,7 223,3551 0,6024326 2,918223
1,72 223,4461 0,8213526 2,939491
1,74 223,5126 1,151991 2,929929
1,76 223,5648 1,408167 2,847646
1,78 223,5748 1,580791 2,811791
1,8 223,6347 1,795293 2,709169
1,82 223,647 2,133059 2,619889
1,84 223,6357 2,506843 2,443064
1,86 223,6278 2,856621 2,335214
1,88 223,6645 3,005943 2,264259
1,9 223,5491 3,337665 1,952356
1,92 223,3557 3,915436 1,77733
1,94 223,0881 4,483982 1,48948
1,96 222,7142 5,079781 0,9901916
1,98 222,512 5,365217 0,7089692
2 222,1226 5,697848 0,05537873
2,02 221,8368 6,038156 359,2956
2,04 221,7577 6,432366 358,511
2,06 221,8304 6,737335 357,8241
2,08 221,9036 6,928928 357,5256
2,1 222,2184 7,314612 357,0772
