Time  Yaw  Pitch  Roll
0 0 0 0
0,02 0 0 0
0,04 127,9525 341,8991 353,2809
0,06 127,9525 341,8991 353,2809
0,08 127,9525 341,8991 353,2809
0,09999999 127,9525 341,8991 353,2809
0,12 127,9525 341,8991 353,2809
0,14 127,8426 342,1009 353,1574
0,16 127,8527 342,1012 353,117
0,18 127,9708 342,2892 352,8936
0,2 128,3194 342,5596 352,5779
0,22 128,5808 342,8106 352,4748
0,24 128,7287 342,8424 352,522
0,26 128,7774 342,9359 352,5879
0,28 128,8974 343,0954 352,5857
0,3 128,8034 343,0904 352,6224
0,32 128,8414 343,1113 352,588
0,34 128,8391 343,1085 352,5851
0,36 128,8383 343,088 352,5819
0,38 128,8359 343,0067 352,5355
0,4 128,9622 342,7507 352,4698
0,42 129,4508 342,2384 352,3017
0,44 130,05 341,8296 352,3042
0,46 130,2449 341,5701 352,3791
0,48 130,805 341,4449 352,3506
0,5 131,1868 341,2567 352,731
0,52 131,196 341,3022 353,3374
0,54 131,0929 341,405 353,5973
0,56 130,96 341,4632 353,7053
0,58 130,4921 341,5084 353,9471
0,6 129,9732 341,3853 354,102
0,62 128,2254 341,3131 354,7514
0,64 126,133 341,2098 355,4049
0,66 125,0184 341,2446 355,7861
0,68 122,2676 341,1261 356,625
0,7 119,3932 340,7823 357,6368
0,72 116,752 340,6236 358,6284
0,74 115,4981 340,7099 359,143
0,76 113,3458 340,8987 359,8602
0,78 111,9576 341,2098 0,2589878
0,8 111,156 341,6476 0,296134
0,82 111,0365 341,9366 0,3251907
0,84 111,3324 342,5145 0,2730003
0,86 112,2129 343,3672 -0,003142756
0,88 113,8457 344,2959 359,6682
0,9 114,7785 344,7617 359,4409
0,92 117,2291 345,6353 358,7391
0,94 120,0238 346,5882 357,9024
0,96 123,0322 347,7975 356,9817
0,98 126,22 349,4674 356,205
1 129,4628 351,5464 355,8895
1,02 131,0247 352,5177 355,9347
1,04 133,9841 354,6564 356,1624
1,06 136,8033 356,8046 356,4554
1,08 139,4739 359,0044 356,7197
1,1 142,0181 1,21687 357,062
1,12 143,2001 2,378031 357,2745
1,14 145,2201 4,501666 357,7923
1,16 146,9855 6,473532 358,1573
1,18 148,7675 8,247476 358,3916
1,2 150,5682 9,595355 358,6032
1,22 151,4924 10,25481 358,6954
1,24 153,3654 11,6981 358,9473
1,26 155,2443 12,7051 359,1603
1,28 157,1461 13,45906 359,5537
1,3 158,0587 13,79633 359,7841
1,32 159,6636 14,599 0,3347853
1,34 161,1278 15,15003 0,7034917
1,36 162,5086 15,46977 0,9486976
1,38 164,5769 15,82057 1,527773
1,4 165,1423 15,92324 1,699256
1,42 166,3003 16,2327 1,935926
1,44 167,2722 16,36072 2,187705
1,46 168,2432 16,44913 2,311143
1,48 168,6532 16,40837 2,45573
1,5 169,0208 16,36977 2,487143
1,52 169,621 16,55304 2,74245
1,54 170,037 16,70878 2,817054
1,56 170,6021 17,0063 2,73545
1,58 171,266 17,36214 2,520052
1,6 171,1687 17,43261 2,421397
1,62 171,4878 17,61652 2,186214
1,64 171,7303 17,7149 2,041327
1,66 171,946 17,55742 1,953902
1,68 172,2306 17,43501 1,868557
1,7 172,4435 17,43765 1,849892
1,72 172,8093 17,31686 1,765157
1,74 173,1282 17,05843 1,887632
1,76 173,2819 16,80758 1,885496
1,78 173,5097 16,60652 1,685814
1,8 173,5976 16,77339 1,612872
1,82 173,7392 17,21763 1,391857
1,84 173,8342 17,78117 0,9958854
1,86 174,0525 18,61272 1,093171
1,88 174,5887 19,06669 1,59509
1,9 175,0717 19,16822 1,727548
1,92 175,5804 18,40592 1,760083
1,94 175,711 17,68586 1,399101
1,96 176,0488 16,62594 1,216667
1,98 176,2646 15,98908 0,9883403
2 176,4773 14,86257 0,7752377
2,02 176,5647 14,12886 0,6330817
2,04 176,7158 13,62596 0,60648
2,06 176,9732 12,79067 0,6687591
2,08 177,1633 11,78277 0,7146472
2,1 177,3099 10,91266 0,6902986
2,12 177,2568 10,09385 0,50077
