Time  Yaw  Pitch  Roll
0 0 0 0
0,02 0 0 0
0,04 89,78699 6,563037 12,29833
0,06 89,78699 6,563037 12,29833
0,08 89,78699 6,563037 12,29833
0,09999999 89,78699 6,563037 12,29833
0,12 89,78699 6,563037 12,29833
0,14 89,03378 6,675251 12,19683
0,16 88,0026 6,628266 11,93684
0,18 88,0026 6,628266 11,93684
0,2 87,68765 6,560254 11,83026
0,22 87,07883 6,364691 11,54626
0,24 86,67384 6,136683 11,2408
0,26 86,30994 5,815649 10,87746
0,28 85,93705 5,384475 10,43893
0,3 85,61134 4,957051 10,06347
0,32 85,2002 4,41714 9,597458
0,34 84,97813 4,153275 9,261633
0,36 84,83476 4,038748 8,907842
0,38 84,73667 4,110517 8,459506
0,4 84,75072 4,283043 8,225025
0,42 84,84518 4,507764 8,088549
0,44 85,06042 4,83335 8,039892
0,46 85,29812 5,055483 8,088733
0,48 85,71185 5,276988 8,220604
0,5 86,15797 5,428043 8,34613
0,52 86,66743 5,551537 8,46235
0,54 87,35822 5,630423 8,605763
0,56 87,89767 5,614754 8,691067
0,58 88,464 5,518806 8,677738
0,6 88,88364 5,416506 8,537545
0,62 89,12931 5,302866 8,318264
0,64 89,0714 5,259099 8,176685
0,66 88,93426 5,262547 7,995188
0,68 88,81442 5,353242 7,615244
0,7 88,71033 5,509014 6,820422
0,72 88,56734 5,670644 6,113569
0,74 88,28612 5,89228 5,405119
0,76 87,74952 6,263844 4,451241
0,78 87,29527 6,638904 3,673218
0,8 86,86304 7,070952 2,896868
0,82 86,43896 7,52072 2,080571
0,84 85,8885 8,194939 1,003938
0,86 85,50334 8,755482 0,3345265
0,88 85,03735 9,64611 359,8678
0,9 84,74252 10,43599 359,6989
0,92 84,4167 11,27557 359,6232
0,94 84,10887 12,23044 359,5884
0,96 83,80368 13,1496 359,4829
0,98 83,40301 14,10177 359,3488
1 82,85426 15,13997 359,2805
1,02 82,43686 15,75635 359,2744
1,04 82,13857 16,10825 359,2487
1,06 81,94736 16,22706 359,1611
1,08 81,98179 16,12345 359,109
1,1 82,1873 16,00822 359,0998
1,12 82,44272 15,95577 359,1617
1,14 82,69634 15,99281 359,301
1,16 82,80116 16,1168 359,4128
1,18 82,87563 16,33825 359,5478
1,2 82,95343 16,56934 359,6897
1,22 83,0874 16,79386 359,869
1,24 83,2693 16,97364 0,06710473
1,26 83,56718 17,14156 0,3638772
1,28 83,81071 17,19698 0,5909994
1,3 84,08702 17,14658 0,8652613
1,32 84,5065 16,85395 1,321568
1,34 84,93263 16,56639 1,749785
1,36 85,41525 16,26214 2,195197
1,38 86,0924 15,84285 2,782185
1,4 86,653 15,56492 3,161664
1,42 87,17185 15,32306 3,472793
1,44 87,65853 15,08008 3,798072
1,46 87,78696 14,92795 3,922326
1,48 87,63886 14,81388 3,856802
1,5 87,26775 14,69913 3,604527
1,52 86,62009 14,50721 3,090245
1,54 86,12724 14,35474 2,665762
1,56 85,71062 14,20243 2,322526
1,58 85,26221 14,01994 1,948212
1,6 84,97521 13,88222 1,635176
1,62 84,72937 13,75022 1,318501
1,64 84,46472 13,57437 0,9638435
1,66 84,32418 13,41479 0,7744766
1,68 84,17272 13,12907 0,6270805
1,7 84,05167 12,79589 0,5602903
1,72 83,95531 12,3888 0,5414008
1,74 83,93533 11,70726 0,5650887
1,76 84,00638 11,12156 0,6266788
1,78 84,12828 10,4506 0,7332335
1,8 84,24584 9,842814 0,8320903
1,82 84,43378 9,078482 0,970222
1,84 84,59591 8,538713 1,078118
1,86 84,74 8,010298 1,201126
1,88 84,84946 7,304101 1,445106
1,9 84,86063 6,848446 1,511102
1,92 84,8267 6,389509 1,461458
1,94 84,7379 5,904339 1,272767
1,96 84,64859 5,689213 1,098073
1,98 84,54877 5,547112 0,9431679
2 84,44722 5,543082 0,8483276
2,02 84,31388 5,706316 0,722084
2,04 84,21851 5,904576 0,639063
2,06 84,12206 6,151752 0,5764769
2,08 84,01141 6,456817 0,5228492
2,1 83,87233 6,854103 0,4514386
