stall-start stall-duration
28 0,7399998
29 1,08
30 0,3800011
49 0,2199974
50 0,4599991
51 1,360001
52 0,3000031
60 0,1999969
61 0,2600021
62 0,05999756
70 0,3600006
71 0,1200027
72 0,1399994
86 0,01999664
87 0,3600006
88 0,08000183
89 0,2200012
96 0,08000183
97 0,05999756
98 0,2599945
99 0,2600021
100 0,3199997
111 0,04000092
112 0,09999847
158 0,1199951
172 0,5800018
173 0,03999329
174 0,08000183
175 0,08000183
