Time  Yaw  Pitch  Roll
0 0 0 0
0,02 0 0 0
0,04 318,6164 18,10476 3,154232
0,06 318,6164 18,10476 3,154232
0,08 318,6164 18,10476 3,154232
0,09999999 318,6164 18,10476 3,154232
0,12 318,6164 18,10476 3,154232
0,14 318,0994 18,28158 3,177403
0,16 318,0994 18,28158 3,177403
0,18 317,5793 18,21536 3,140678
0,2 317,2722 18,19635 2,966165
0,22 317,0507 18,14679 2,760651
0,24 316,9773 18,10814 2,607215
0,26 317,0049 18,09685 2,593021
0,28 317,1071 18,06856 2,632226
0,3 317,166 18,08165 2,658148
0,32 317,3588 18,11423 2,784132
0,34 317,4727 18,11145 2,957454
0,36 317,6262 18,09485 3,170741
0,38 317,5563 18,05019 3,20169
0,4 317,4714 18,00433 3,169651
0,42 317,2018 17,89927 3,061146
0,44 317,1572 17,83632 3,098407
0,46 317,0272 17,77478 3,047868
0,48 316,5892 17,72672 2,79127
0,5 315,9625 17,6659 2,423141
0,52 315,2891 17,63564 1,853037
0,54 314,6022 17,38569 1,604206
0,56 314,2433 17,29684 1,470623
0,58 313,3446 17,05654 0,8118842
0,6 312,415 16,73176 0,07960632
0,62 312,1856 16,70371 359,6875
0,64 311,988 16,79141 359,2432
0,66 311,9976 16,77982 359,0038
0,68 312,0779 16,65574 358,7651
0,7 312,0779 16,65574 358,7651
0,72 312,2488 16,50967 358,5512
0,74 312,5672 16,21215 358,4792
0,76 312,9913 16,03609 358,4057
0,78 313,5012 15,92021 358,207
0,8 313,9636 15,78476 357,9901
0,82 314,5247 15,6179 357,7809
0,84 314,5247 15,6179 357,7809
0,86 315,0982 15,35417 357,6191
0,88 315,6891 15,07918 357,4552
0,9 316,35 14,74574 357,3591
0,92 317,0702 14,40357 357,384
0,94 317,6618 14,1028 357,4622
0,96 318,2215 14,03687 357,4828
0,98 318,705 14,15715 357,6171
1 319,2028 14,16221 357,8437
1,02 319,6599 14,218 358,139
1,04 319,6599 14,218 358,139
1,06 320,2101 14,29903 358,5865
1,08 320,6523 14,35612 359,1717
1,1 321,2177 14,28781 359,8566
1,12 321,7661 14,06354 0,4027067
1,14 322,3857 13,68563 0,9715961
1,16 323,0001 13,33501 1,324923
1,18 323,6484 13,03377 1,525414
1,2 324,1847 12,73924 1,660535
1,22 324,7435 12,48986 1,701019
1,24 324,7435 12,48986 1,701019
1,26 325,1625 12,32425 1,782345
1,28 325,6414 12,16996 1,83888
1,3 326,074 11,95624 1,947965
1,32 326,3986 11,75787 1,869093
1,34 326,6543 11,45909 1,966936
1,36 326,8229 11,13714 1,986483
1,38 326,8939 10,84487 2,048643
1,4 326,9279 10,60915 2,154049
1,42 326,9349 10,28926 2,28986
1,44 326,9349 10,28926 2,28986
1,46 326,9106 9,938446 2,436109
1,48 326,8537 9,594291 2,46059
1,5 326,9106 9,388205 2,547646
1,52 326,9063 9,278831 2,566271
1,54 326,7863 9,204962 2,856361
1,56 326,6732 9,249999 3,190538
1,58 326,3724 9,411555 3,559243
1,6 326,0766 9,496086 3,830477
1,62 325,7632 9,581023 4,0466
1,64 325,7632 9,581023 4,0466
1,66 325,5278 9,503855 4,140372
1,68 325,3563 9,439186 4,141414
1,7 325,2338 9,304174 4,206792
1,72 325,2378 9,192226 4,304718
1,74 325,1972 9,058072 4,425761
1,76 325,227 8,977873 4,485072
1,78 325,2577 8,872165 4,553652
1,8 325,2779 8,860025 4,589752
1,82 325,319 8,801638 4,618788
1,84 325,3417 8,802708 4,611825
1,86 325,453 8,693797 4,642698
1,88 325,4972 8,673181 4,641787
1,9 325,6068 8,6218 4,627693
1,92 325,7379 8,571472 4,632326
1,94 325,7577 8,546288 4,629465
1,96 325,9196 8,448481 4,662971
1,98 326,0595 8,361093 4,710559
2 326,2223 8,272629 4,758821
2,02 326,2548 8,286025 4,783813
2,04 326,3454 8,233827 4,798504
2,06 326,5197 8,251444 4,853544
2,08 326,5533 8,245675 4,860355
2,1 326,5933 8,274238 4,864276
2,12 326,6183 8,288167 4,860659
