Time  Yaw  Pitch  Roll
0 0 0 0
0,02 0 0 0
0,04 321,4886 4,52316 1,209123
0,06 321,4886 4,52316 1,209123
0,08 321,4886 4,52316 1,209123
0,09999999 321,4886 4,52316 1,209123
0,12 321,4886 4,52316 1,209123
0,14 321,8563 4,478425 1,697914
0,16 321,9272 4,459671 1,770679
0,18 322,1124 4,52571 1,781256
0,2 322,1268 4,505972 1,751965
0,22 322,1563 4,494554 1,718329
0,24 322,1356 4,49912 1,716791
0,26 322,135 4,519949 1,724845
0,28 322,1124 4,542665 1,737078
0,3 322,1197 4,548046 1,740172
0,32 322,1222 4,542395 1,736941
0,34 322,1022 4,518375 1,750291
0,36 322,0762 4,475528 1,752033
0,38 322,0411 4,426188 1,761494
0,4 321,998 4,410301 1,749463
0,42 321,9733 4,395688 1,734374
0,44 321,9659 4,402277 1,7312
0,46 321,9253 4,431604 1,707548
0,48 321,8989 4,457976 1,716051
0,5 321,8972 4,467023 1,721887
0,52 321,8972 4,475749 1,717199
0,54 321,9024 4,481699 1,708823
0,56 321,9311 4,430923 1,676615
0,58 322,001 4,262152 1,61855
0,6 322,071 4,068139 1,555354
0,62 322,071 4,068139 1,555354
0,64 322,1013 3,964227 1,543271
0,66 322,1157 3,924056 1,55789
0,68 322,063 3,866829 1,522663
0,7 322,0247 3,816361 1,423201
0,72 322,0247 3,816361 1,423201
0,74 322,007 3,753299 1,380309
0,76 322,0283 3,725542 1,377139
0,78 322,0554 3,711601 1,372039
0,8 322,1162 3,730358 1,360868
0,82 322,1559 3,769818 1,36678
0,84 322,1954 3,781196 1,36039
0,86 322,2393 3,811136 1,34675
0,88 322,2676 3,859322 1,315524
0,9 322,2719 3,916245 1,261374
0,92 322,2719 3,916245 1,261374
0,94 322,2567 3,96367 1,2047
0,96 322,2324 3,984739 1,145242
0,98 322,1973 3,967266 1,086212
1 322,1736 3,887965 1,07265
1,02 322,1563 3,848292 1,063368
1,04 322,1501 3,811229 1,039261
1,06 322,1491 3,79952 1,039031
1,08 322,1439 3,795365 1,037663
1,1 322,1358 3,77857 1,021401
1,12 322,1358 3,77857 1,021401
1,14 322,1478 3,763424 1,000795
1,16 322,1332 3,777357 0,926154
1,18 322,1017 3,77425 0,8914129
1,2 322,0389 3,775997 0,8487332
1,22 321,9492 3,744481 0,8169539
1,24 321,8849 3,761058 0,7684125
1,26 321,8663 3,766513 0,7516429
1,28 321,867 3,770612 0,7242436
1,3 321,8806 3,784495 0,7074382
1,32 321,8806 3,784495 0,7074382
1,34 321,8795 3,794892 0,7000329
1,36 321,8933 3,823481 0,6782867
1,38 321,9265 3,813144 0,6695396
1,4 321,9851 3,798701 0,6787059
1,42 322,0362 3,787019 0,6993418
1,44 322,058 3,779894 0,7075369
1,46 322,0699 3,798943 0,7106161
1,48 322,0605 3,800222 0,7039181
1,5 322,0164 3,729738 0,626111
1,52 322,0164 3,729738 0,626111
1,54 322,0199 3,573793 0,5768641
1,56 321,9863 3,56677 0,5398217
1,58 322,0141 3,580857 0,4910686
1,6 321,9906 3,620506 0,5152951
1,62 321,9996 3,709021 0,5636073
1,64 322,0216 3,883107 0,6253698
1,66 322,1093 3,937986 0,7335765
1,68 322,148 3,912184 0,837338
1,7 322,1978 3,893536 0,9122274
1,72 322,2581 3,844268 0,9872574
1,74 322,3136 3,80102 0,9920418
1,76 322,3818 3,811548 1,012869
1,78 322,4089 3,816149 1,015694
1,8 322,4413 3,841746 1,025062
1,82 322,4692 3,846403 1,049429
1,84 322,478 3,813864 1,093359
1,86 322,4909 3,822766 1,116694
1,88 322,4124 3,903737 1,178628
1,9 322,3769 4,026564 1,241143
1,92 322,378 4,101672 1,294239
1,94 322,3542 4,163815 1,318008
1,96 322,3931 4,17697 1,333715
1,98 322,5104 4,201796 1,344349
2 322,5455 4,161294 1,345324
2,02 322,674 4,139042 1,321615
2,04 322,7933 4,153524 1,283876
2,06 322,8417 4,083555 1,244891
2,08 322,8611 4,063779 1,223152
2,1 322,8574 4,059139 1,222482
