Time  Yaw  Pitch  Roll
0 0 0 0
0,02 0 0 0
0,04 175,6923 8,997732 356,3007
0,06 175,6923 8,997732 356,3007
0,08 175,6923 8,997732 356,3007
0,09999999 175,6923 8,997732 356,3007
0,12 175,6923 8,997732 356,3007
0,14 175,4043 7,782107 356,2078
0,16 175,3604 7,537875 356,1811
0,18 175,1212 6,755246 356,3015
0,2 175,0072 6,530562 356,3037
0,22 174,7999 6,069415 356,382
0,24 174,6352 5,727246 356,3669
0,26 174,4607 5,260293 356,3086
0,28 174,4222 4,874355 356,2951
0,3 174,4369 4,740819 356,3329
0,32 174,4044 4,561987 356,3209
0,34 174,458 4,4856 356,3241
0,36 174,5486 4,555595 356,3109
0,38 174,7154 4,560216 356,329
0,4 174,9155 4,542994 356,3769
0,42 175,3121 4,55088 356,3994
0,44 175,7421 4,58322 356,4422
0,46 176,2872 4,661949 356,4657
0,48 177,0419 4,697623 356,4444
0,5 177,3821 4,76589 356,3818
0,52 178,1355 4,83135 356,384
0,54 178,9019 4,932439 356,3955
0,56 179,6692 4,99216 356,3788
0,58 180,343 4,939403 356,335
0,6 180,6856 4,925158 356,3163
0,62 181,2815 4,924816 356,2014
0,64 181,8786 4,855609 356,1231
0,66 182,4105 4,839706 356,0007
0,68 182,5721 4,808361 356,0314
0,7 182,9761 4,716495 355,9073
0,72 183,2903 4,554336 355,8015
0,74 183,561 4,428901 355,7154
0,76 183,7182 4,224928 355,6852
0,78 183,816 4,181236 355,6237
0,8 183,9604 4,044815 355,6265
0,82 184,021 3,90125 355,614
0,84 184,0626 3,832132 355,65
0,86 184,0718 3,814981 355,6474
0,88 184,0798 3,756578 355,6322
0,9 184,0535 3,747321 355,6371
0,92 184,015 3,730283 355,6581
0,94 183,9506 3,73447 355,6529
0,96 183,8307 3,77659 355,6752
0,98 183,6431 3,851213 355,6589
1 183,5079 3,908492 355,678
1,02 183,3651 3,954057 355,7373
1,04 183,2551 4,014189 355,7394
1,06 183,2103 4,049992 355,7332
1,08 183,094 4,14642 355,7109
1,1 182,9826 4,258645 355,7991
1,12 182,9026 4,290512 355,841
1,14 182,888 4,345516 355,8271
1,16 182,785 4,452751 355,8582
1,18 182,6958 4,435431 355,8585
1,2 182,542 4,48033 355,8658
1,22 182,4554 4,530176 355,8716
1,24 182,4619 4,539213 355,8792
1,26 182,3732 4,603395 355,886
1,28 182,3255 4,632471 355,8855
1,3 182,2918 4,655766 355,9011
1,32 182,2285 4,678315 355,9194
1,34 182,1918 4,730377 355,9356
1,36 182,1942 4,726971 355,9347
1,38 182,1455 4,82764 355,9385
1,4 182,1359 4,972134 355,923
1,42 182,0914 5,187301 355,8983
1,44 182,0961 5,239245 355,8674
1,46 182,0746 5,279361 355,8479
1,48 182,1006 5,465344 355,8165
1,5 182,0953 5,412507 355,8083
1,52 182,1174 5,482872 355,8329
1,54 182,1137 5,508127 355,8377
1,56 182,1195 5,505569 355,8414
1,58 182,1305 5,499919 355,8482
1,6 182,1373 5,453747 355,8447
1,62 182,1269 5,442268 355,8424
1,64 182,1391 5,40513 355,8154
1,66 182,1406 5,407866 355,7887
1,68 182,1781 5,389476 355,7837
1,7 182,2162 5,369725 355,794
1,72 182,2629 5,349062 355,8009
1,74 182,335 5,297709 355,8065
1,76 182,3525 5,27216 355,8209
1,78 182,4281 5,17829 355,8271
1,8 182,4726 5,109508 355,8224
1,82 182,5282 5,07291 355,8402
1,84 182,587 4,971033 355,8756
1,86 182,5761 4,93342 355,8683
1,88 182,5944 4,924672 355,8469
1,9 182,5893 4,872852 355,842
1,92 182,612 4,797324 355,852
1,94 182,6455 4,752352 355,8922
1,96 182,6519 4,712547 355,9354
1,98 182,6778 4,705198 355,9338
2 182,709 4,684833 355,9794
2,02 182,7366 4,670703 356,011
2,04 182,7413 4,673276 356,0341
2,06 182,7503 4,67253 356,0553
2,08 182,7526 4,656439 356,0653
2,1 182,7725 4,580958 356,1103
2,12 182,7933 4,508188 356,1694
2,14 182,8189 4,442036 356,2472
