frame,value
0,0.982858
1,0.983315
2,0.982580
3,0.981577
4,0.979725
5,0.977607
6,0.975837
7,0.975001
8,0.973604
9,0.974063
10,0.974064
11,0.974680
12,0.975290
13,0.976388
14,0.976850
15,0.977505
16,0.977721
17,0.977266
18,0.976628
19,0.975379
20,0.976048
21,0.974229
22,0.973596
23,0.972303
24,0.972009
25,0.972215
26,0.972450
27,0.973212
28,0.973775
29,0.974699
30,0.978397
31,0.979104
32,0.978738
33,0.977719
34,0.977107
35,0.975231
36,0.974600
37,0.973291
38,0.972779
39,0.974135
40,0.972347
41,0.972449
42,0.972433
43,0.972535
44,0.973385
45,0.973094
46,0.973488
47,0.974361
48,0.973555
49,0.972839
50,0.972896
51,0.972659
52,0.972169
53,0.970361
54,0.969199
55,0.967647
56,0.965548
57,0.964932
58,0.964207
59,0.963839
60,0.968587
61,0.968772
62,0.969413
63,0.970453
64,0.972227
65,0.973287
66,0.973707
67,0.973678
68,0.973153
69,0.972554
70,0.969708
71,0.966632
72,0.964716
73,0.963756
74,0.961662
75,0.960569
76,0.960266
77,0.960120
78,0.960534
79,0.960566
80,0.961836
81,0.964409
82,0.965317
83,0.966313
84,0.965677
85,0.966107
86,0.965420
87,0.964012
88,0.962581
89,0.961304
90,0.965634
91,0.964354
92,0.964627
93,0.963523
94,0.962174
95,0.962508
96,0.963498
97,0.964618
98,0.967176
99,0.969449
100,0.972497
101,0.972943
102,0.973632
103,0.973128
104,0.972632
105,0.972454
106,0.971421
107,0.970103
108,0.969431
109,0.968309
110,0.966820
111,0.966243
112,0.964584
113,0.964794
114,0.965097
115,0.964954
116,0.965644
117,0.967358
118,0.968410
119,0.969873
120,0.977744
121,0.977956
122,0.978106
123,0.978034
124,0.977115
125,0.975592
126,0.974725
127,0.972762
128,0.970314
129,0.968939
130,0.967573
131,0.966234
132,0.966160
133,0.965607
134,0.965991
135,0.966200
136,0.967105
137,0.968511
138,0.969414
139,0.970156
140,0.970833
141,0.972277
142,0.972781
143,0.972609
144,0.972657
145,0.971844
146,0.971458
147,0.970641
148,0.969216
149,0.967748
150,0.970820
151,0.969738
152,0.968059
153,0.967901
154,0.967759
155,0.967183
156,0.967710
157,0.968239
158,0.969234
159,0.969392
160,0.969289
161,0.970725
162,0.971604
163,0.971967
164,0.972559
165,0.972511
166,0.973097
167,0.972777
168,0.972601
169,0.971169
170,0.971074
171,0.969741
172,0.968153
173,0.966931
174,0.965140
175,0.965338
176,0.963938
177,0.963520
178,0.962366
179,0.962840
180,0.966052
181,0.966313
182,0.966479
183,0.967289
184,0.967542
185,0.967242
186,0.967734
187,0.969442
188,0.969615
189,0.970060
190,0.970390
191,0.970630
192,0.971692
193,0.968991
194,0.969441
195,0.968759
196,0.968329
197,0.967444
198,0.967672
199,0.967039
200,0.965300
201,0.965019
202,0.963473
203,0.962342
204,0.962793
205,0.962233
206,0.961508
207,0.961596
208,0.961809
209,0.962883
210,0.968279
211,0.967476
212,0.967308
213,0.967544
214,0.968127
215,0.968012
216,0.968268
217,0.968939
218,0.969622
219,0.970031
220,0.968739
221,0.972563
222,0.973071
223,0.970965
224,0.971557
225,0.973533
226,0.974737
227,0.974104
228,0.973832
229,0.974479
230,0.976988
231,0.980675
232,0.982974
233,0.985468
234,0.986425
235,0.987441
236,0.987984
237,0.988001
238,0.988540
239,0.987962
240,0.994908
241,0.993800
242,0.978812
243,0.978802
244,0.977149
245,0.977690
246,0.977131
247,0.980485
248,0.982181
249,0.982480
250,0.982632
251,0.983795
252,0.959389
253,0.967157
254,0.962888
255,0.964491
256,0.964272
257,0.961920
258,0.958182
259,0.962198
260,0.960863
261,0.953596
262,0.956634
263,0.958732
264,0.961720
265,0.968366
266,0.964453
267,0.968038
268,0.967569
269,0.972567
270,0.975698
271,0.981129
272,0.982337
273,0.986473
274,0.988837
275,0.987822
276,0.985483
277,0.987286
278,0.987066
279,0.982086
280,0.980780
281,0.979350
282,0.974613
283,0.973050
284,0.963518
285,0.959813
286,0.963783
287,0.965731
288,0.971190
289,0.980610
290,0.989504
291,0.993181
292,0.995511
293,0.996669
294,0.996436
295,0.993358
296,0.988980
297,0.981023
298,0.974963
299,0.977837
300,0.975815
301,0.976245
302,0.974379
303,0.971255
304,0.970112
305,0.967552
306,0.966086
307,0.965373
308,0.966214
309,0.964309
310,0.964153
311,0.962317
312,0.960332
313,0.960170
314,0.959038
315,0.957477
316,0.956643
317,0.954856
318,0.954690
319,0.953805
320,0.952594
321,0.951672
322,0.952434
323,0.950930
324,0.950864
325,0.950075
326,0.951535
327,0.953479
328,0.951869
329,0.952863
330,0.956973
331,0.954665
332,0.954340
333,0.954737
334,0.953334
335,0.952836
336,0.951614
337,0.953172
338,0.951924
339,0.949780
340,0.948737
341,0.947955
342,0.946653
343,0.948208
344,0.948202
345,0.949129
346,0.949290
347,0.945908
348,0.946026
349,0.947022
350,0.946712
351,0.944935
352,0.943424
353,0.940794
354,0.943498
355,0.941756
356,0.942430
357,0.942466
358,0.941140
359,0.942718
360,0.946977
361,0.945280
362,0.943790
363,0.944010
364,0.940647
365,0.941274
366,0.941752
367,0.942060
368,0.939768
369,0.938990
370,0.939758
371,0.938679
372,0.936601
373,0.935297
374,0.933094
375,0.934855
376,0.932733
377,0.933397
378,0.933576
379,0.935325
380,0.934900
381,0.932366
382,0.938265
383,0.940789
384,0.941338
385,0.938839
386,0.942092
387,0.943543
388,0.945368
389,0.944553
390,0.952450
391,0.949203
392,0.948094
393,0.944651
394,0.945977
395,0.945982
396,0.945322
397,0.944748
398,0.945795
399,0.945298
400,0.947643
401,0.945847
402,0.942400
403,0.941779
404,0.941853
405,0.940673
406,0.945150
407,0.945307
408,0.944654
409,0.943828
410,0.942675
411,0.942967
412,0.941219
413,0.939380
414,0.937373
415,0.937444
416,0.940357
417,0.941389
418,0.940731
419,0.941375
420,0.943045
421,0.941164
422,0.939537
423,0.938907
424,0.938848
425,0.938293
426,0.938897
427,0.937442
428,0.940507
429,0.939626
430,0.940498
431,0.938683
432,0.938288
433,0.938403
434,0.941114
435,0.941086
436,0.938014
437,0.936867
438,0.938718
439,0.939640
440,0.939425
441,0.938664
442,0.939005
443,0.939380
444,0.939225
445,0.939509
446,0.940431
447,0.939982
448,0.939756
449,0.939303
450,0.946730
451,0.944058
452,0.943369
453,0.942360
454,0.940136
455,0.941146
456,0.940187
457,0.939755
458,0.939302
459,0.940100
460,0.939602
461,0.939816
462,0.940092
463,0.941955
464,0.941582
465,0.939842
466,0.938516
467,0.941325
468,0.943003
469,0.941315
470,0.937980
471,0.939270
472,0.939931
473,0.941492
474,0.941004
475,0.939215
476,0.941208
477,0.939949
478,0.939289
479,0.941277
480,0.947991
481,0.944458
482,0.943910
483,0.944672
484,0.945375
485,0.946268
486,0.945524
487,0.944892
488,0.945614
489,0.947546
490,0.949004
491,0.950358
492,0.948058
493,0.949263
494,0.949204
495,0.950472
496,0.951563
497,0.951508
498,0.950992
499,0.952051
500,0.952311
501,0.953097
502,0.952470
503,0.950425
504,0.949065
505,0.949311
506,0.950465
507,0.951767
508,0.950966
509,0.947633
510,0.955652
511,0.953460
512,0.953218
513,0.951512
514,0.950244
515,0.949391
516,0.948553
517,0.950460
518,0.951858
519,0.951458
520,0.949700
521,0.948857
522,0.949634
523,0.949577
524,0.951582
525,0.950108
526,0.945536
527,0.947510
528,0.948274
529,0.947850
530,0.946533
531,0.945449
532,0.943304
533,0.947385
534,0.946352
535,0.946127
536,0.947996
537,0.947592
538,0.944470
539,0.945567
540,0.952176
541,0.950286
542,0.945962
543,0.944820
544,0.947548
545,0.948032
546,0.948077
547,0.946180
548,0.946359
549,0.945105
550,0.946852
551,0.947689
552,0.947653
553,0.946624
554,0.945647
555,0.944686
556,0.945637
557,0.946021
558,0.945133
559,0.943473
560,0.943889
561,0.948628
562,0.950070
563,0.950349
564,0.949992
565,0.949771
566,0.950230
567,0.950004
568,0.950712
569,0.951737
570,0.953792
571,0.952032
572,0.950581
573,0.950707
574,0.954233
575,0.951877
576,0.951538
577,0.949513
578,0.951509
579,0.952653
580,0.953131
581,0.950350
582,0.950860
583,0.950536
584,0.951989
585,0.952455
586,0.950428
587,0.952377
588,0.950984
589,0.953409
590,0.953665
591,0.953741
592,0.952965
593,0.951550
594,0.949575
595,0.950963
596,0.952764
597,0.952150
598,0.952541
599,0.951777
600,0.956967
601,0.956629
602,0.957526
603,0.956503
604,0.893798
605,0.888406
606,0.886701
607,0.883356
608,0.882713
609,0.883788
610,0.882197
611,0.883230
612,0.884391
613,0.883108
614,0.884715
615,0.882654
616,0.881927
617,0.885170
618,0.880867
619,0.883560
620,0.883892
621,0.882905
622,0.882089
623,0.885031
624,0.883876
625,0.882713
626,0.880058
627,0.880492
628,0.881106
629,0.883038
630,0.883123
631,0.886855
632,0.882460
633,0.885333
634,0.881624
635,0.884180
636,0.883665
637,0.885115
638,0.885590
639,0.885923
640,0.883521
641,0.884652
642,0.885520
643,0.885817
644,0.884301
645,0.890266
646,0.888713
647,0.888380
648,0.889652
649,0.886689
650,0.893323
651,0.891160
652,0.894959
653,0.894624
654,0.890764
655,0.890691
656,0.893396
657,0.892247
658,0.893714
659,0.890626
660,0.897805
661,0.894155
662,0.895456
663,0.895794
664,0.891707
665,0.895865
666,0.894036
667,0.894866
668,0.894099
669,0.895480
670,0.892390
671,0.895523
672,0.896548
673,0.900600
674,0.898797
675,0.896899
676,0.897474
677,0.894487
678,0.896195
679,0.894087
680,0.894312
681,0.892409
682,0.897369
683,0.896333
684,0.895464
685,0.895556
686,0.895580
687,0.896785
688,0.898267
689,0.897520
690,0.901445
691,0.898994
692,0.900166
693,0.898665
694,0.956737
695,0.958405
696,0.959758
697,0.960968
698,0.962387
699,0.961900
700,0.961608
701,0.961592
702,0.961714
703,0.962194
704,0.962410
705,0.961425
706,0.960486
707,0.960997
708,0.962316
709,0.962321
710,0.963797
711,0.962343
712,0.962063
713,0.961641
714,0.962547
715,0.961753
716,0.960871
717,0.961142
718,0.961530
719,0.961914
720,0.967827
721,0.966283
722,0.965660
723,0.964534
724,0.964494
725,0.964233
726,0.963163
727,0.963528
728,0.963835
729,0.963023
730,0.964516
731,0.964198
732,0.964614
733,0.963159
734,0.964002
735,0.964005
736,0.964914
737,0.964757
738,0.964036
739,0.963498
740,0.963601
741,0.963499
742,0.964491
743,0.964058
744,0.963764
745,0.962751
746,0.963320
747,0.963574
748,0.963043
749,0.963208
750,0.965537
751,0.966419
752,0.966001
753,0.965843
754,0.966723
755,0.964835
756,0.964223
757,0.963487
758,0.964014
759,0.963904
760,0.963164
761,0.963261
762,0.962517
763,0.962571
764,0.962573
765,0.962146
766,0.962240
767,0.960168
768,0.960297
769,0.960243
770,0.960958
771,0.961238
772,0.959450
773,0.959375
774,0.959278
775,0.958890
776,0.959550
777,0.959276
778,0.959485
779,0.957891
780,0.961874
781,0.963004
782,0.961540
783,0.961749
784,0.960277
785,0.959996
786,0.960483
787,0.960628
788,0.960263
789,0.959756
790,0.959999
791,0.959216
792,0.959411
793,0.958714
794,0.958637
795,0.958388
796,0.956632
797,0.956478
798,0.957563
799,0.956602
800,0.956116
801,0.953831
802,0.953959
803,0.953373
804,0.953880
805,0.952981
806,0.952188
807,0.951679
808,0.951361
809,0.951370
810,0.958169
811,0.957113
812,0.956634
813,0.955800
814,0.955282
815,0.956436
816,0.956009
817,0.954639
818,0.952778
819,0.952589
820,0.954361
821,0.954022
822,0.954773
823,0.953395
824,0.955441
825,0.956747
826,0.957613
827,0.957980
828,0.958254
829,0.957227
830,0.956070
831,0.957808
832,0.959151
833,0.958391
834,0.958178
835,0.955342
836,0.957841
837,0.959687
838,0.960338
839,0.960656
840,0.964393
841,0.963115
842,0.963260
843,0.963398
844,0.963644
845,0.963437
846,0.963022
847,0.962583
848,0.962082
849,0.962858
850,0.962244
851,0.961350
852,0.961416
853,0.961540
854,0.961469
855,0.962194
856,0.961946
857,0.961311
858,0.961089
859,0.960786
860,0.961543
861,0.960172
862,0.959838
863,0.959314
864,0.958730
865,0.958301
866,0.958677
867,0.958051
868,0.958096
869,0.957585
870,0.963213
871,0.962418
872,0.961679
873,0.962132
874,0.961509
875,0.961634
876,0.961761
877,0.963260
878,0.962434
879,0.961598
880,0.961555
881,0.960615
882,0.959294
883,0.960908
884,0.960056
885,0.958489
886,0.956923
887,0.956387
888,0.958630
889,0.959317
890,0.957816
891,0.955845
892,0.958125
893,0.960158
894,0.961771
895,0.958713
896,0.961465
897,0.962429
898,0.961562
899,0.962935
900,0.966387
901,0.966363
902,0.963715
903,0.961621
904,0.961913
905,0.963033
906,0.963395
907,0.963809
908,0.959993
909,0.962644
910,0.961578
911,0.963532
912,0.961876
913,0.961882
914,0.962494
915,0.963076
916,0.963566
917,0.962670
918,0.963186
919,0.964031
920,0.961648
921,0.962474
922,0.965180
923,0.965773
924,0.966506
925,0.964926
926,0.966706
927,0.967479
928,0.967569
929,0.967196
930,0.969407
931,0.967263
932,0.967856
933,0.968094
934,0.967473
935,0.965903
936,0.965400
937,0.965558
938,0.964536
939,0.964488
940,0.964169
941,0.963263
942,0.961911
943,0.962645
944,0.961601
945,0.962076
946,0.961184
947,0.960777
948,0.959826
949,0.960639
950,0.960878
951,0.960104
952,0.959950
953,0.960250
954,0.959826
955,0.959520
956,0.959992
957,0.959750
958,0.959754
959,0.958626
960,0.960772
961,0.961899
962,0.961232
963,0.960003
964,0.959362
965,0.959336
