Time  Yaw  Pitch  Roll
0 0 0 0
0,02 0 0 0
0,04 153,3797 345,572 353,9715
0,06 153,3797 345,572 353,9715
0,08 153,3797 345,572 353,9715
0,09999999 153,3797 345,572 353,9715
0,12 153,3797 345,572 353,9715
0,14 153,2795 345,432 354,0034
0,16 153,2873 345,3916 354,0191
0,18 153,3087 345,3165 354,0614
0,2 153,4015 345,2981 354,0825
0,22 153,5501 345,334 354,063
0,24 153,8221 345,3812 354,0052
0,26 154,2135 345,4283 353,9323
0,28 154,6897 345,519 353,8261
0,3 155,3699 345,7273 353,6561
0,32 155,9547 345,9529 353,4818
0,34 170,2751 343,7148 359,0773
0,36 170,9343 343,9515 358,7246
0,38 171,5277 344,1718 358,4248
0,4 172,1344 344,3811 358,1023
0,42 172,6346 344,5169 357,7887
0,44 173,1184 344,5811 357,4569
0,46 173,494 344,5872 357,1922
0,48 173,8623 344,5558 356,942
0,5 174,1284 344,5055 356,7665
0,52 174,3369 344,4406 356,6512
0,54 174,3987 344,4404 356,6328
0,56 174,3013 344,548 356,7285
0,58 174,145 344,7006 356,8625
0,6 173,9307 344,8762 357,0418
0,62 173,6746 345,0401 357,2073
0,64 173,3405 345,159 357,3709
0,66 173,0478 345,2047 357,486
0,68 172,7999 345,236 357,5333
0,7 172,599 345,2601 357,5439
0,72 172,4327 345,2756 357,5421
0,74 172,3573 345,257 357,5387
0,76 172,3156 345,218 357,5293
0,78 172,3372 345,1813 357,4875
0,8 172,4307 345,1694 357,3788
0,82 172,5108 345,2191 357,287
0,84 172,6257 345,3694 357,1634
0,86 172,6963 345,5283 357,0818
0,88 172,7437 345,668 357,0192
0,9 172,7846 345,787 356,9907
0,92 172,8647 345,9225 356,9442
0,94 172,9266 346,0143 356,8724
0,96 172,9796 346,1404 356,7844
0,98 173,0286 346,331 356,6997
1 173,1048 346,6211 356,6274
1,02 173,1794 346,8955 356,5899
1,04 173,3002 347,2223 356,5431
1,06 173,3887 347,4608 356,4731
1,08 173,5215 347,7082 356,3672
1,1 173,7204 347,8973 356,2193
1,12 174,1154 348,0348 355,8766
1,14 174,3938 348,0381 355,6256
1,16 174,9839 347,8736 355,1853
1,18 175,4011 347,6685 354,9413
1,2 176,0726 347,1501 354,5992
1,22 176,5039 346,7051 354,3821
1,24 176,8584 346,2789 354,2133
1,26 177,1648 345,8603 354,1009
1,28 177,4873 345,4532 354,0077
1,3 177,6684 345,2512 353,948
1,32 177,8067 345,1013 353,9315
1,34 177,9389 345,0327 354,0151
1,36 178,0833 344,8382 354,1592
1,38 178,0383 344,6302 354,4411
1,4 177,8361 344,4572 354,9631
1,42 177,5618 344,3434 355,562
1,44 177,069 344,1006 356,2091
1,46 176,3473 343,7159 356,66
1,48 175,4156 343,1262 357,0231
1,5 174,3194 342,418 357,3817
1,52 172,5239 341,5205 357,9975
1,54 170,7177 340,9112 358,6783
1,56 168,9245 340,5964 359,4059
1,58 166,5335 340,6611 0,487975
1,6 164,5738 341,1034 1,516316
1,62 162,9086 341,7218 2,515141
1,64 161,5181 342,4673 3,467089
1,66 159,8988 343,5422 4,68565
1,68 159,2129 344,1822 5,098303
1,7 159,0592 344,5385 5,065786
1,72 159,4618 344,6718 4,842288
1,74 160,2941 344,5999 4,596682
1,76 161,289 344,467 4,386329
1,78 162,5211 344,2682 4,165802
1,8 164,1769 344,0234 3,875607
1,82 165,3407 343,9185 3,595398
1,84 166,6994 343,7967 3,111483
1,86 168,1265 343,677 2,53151
1,88 169,5903 343,509 2,000252
1,9 171,0965 343,3356 1,555838
1,92 171,5137 341,1813 2,897959
1,94 173,3854 340,9324 2,420798
1,96 175,4153 340,7386 1,938797
1,98 177,7686 340,7448 1,380303
2 180,1666 340,9889 0,7458051
2,02 182,9922 341,4926 0,04776024
2,04 184,9069 341,8825 359,7028
2,06 186,6621 342,2362 359,5587
2,08 188,0625 342,4755 359,6046
2,1 189,3356 342,5966 359,7942
2,12 190,0208 342,627 359,9851
2,14 190,3537 342,7259 0,1841511
