Time  Yaw  Pitch  Roll
0 0 0 0
0,02 0 0 0
0,04 339,5464 10,069 2,236113
0,06 339,5464 10,069 2,236113
0,08 339,5464 10,069 2,236113
0,09999999 339,5464 10,069 2,236113
0,12 339,5464 10,069 2,236113
0,14 339,5981 9,58439 1,653296
0,16 339,5981 9,58439 1,653296
0,18 339,4484 9,464385 1,555371
0,2 339,4081 9,423389 1,49912
0,22 339,3839 9,539023 1,292402
0,24 339,4617 9,696269 1,03874
0,26 339,6047 9,901985 0,8675854
0,28 339,6783 9,992585 0,8638089
0,3 339,9013 10,22393 0,7923465
0,32 340,1608 10,47056 0,6776078
0,34 340,4294 10,63152 0,5567823
0,36 340,63 10,7358 0,5457231
0,38 340,665 10,7327 0,5600947
0,4 340,9265 10,62881 0,5090088
0,42 341,1291 10,44213 0,6391486
0,44 341,4284 10,35322 1,189947
0,46 342,0989 10,56676 1,919656
0,48 342,5337 10,78988 2,226027
0,5 343,7041 11,54502 3,04252
0,52 344,9946 12,34478 3,748829
0,54 346,0732 12,87726 4,470831
0,56 346,8163 13,07077 4,854342
0,58 347,0558 13,02682 4,898049
0,6 347,2661 13,02044 4,815653
0,62 347,4124 13,00964 4,83789
0,64 347,3478 13,01164 4,848436
0,66 347,1966 13,05538 4,858083
0,68 347,1418 13,16064 4,83513
0,7 346,9306 13,36961 4,411919
0,72 346,8799 13,36968 4,167484
0,74 346,5556 13,17419 3,86113
0,76 346,1663 12,74035 3,751746
0,78 345,6546 12,26013 3,663967
0,8 345,1993 11,71471 3,485662
0,82 345,1993 11,71471 3,485662
0,84 344,9756 11,57852 3,144191
0,86 344,7858 11,50648 2,765994
0,88 344,668 11,23593 2,402114
0,9 344,5648 10,80891 2,160902
0,92 344,3841 10,22469 1,971605
0,94 344,3841 10,22469 1,971605
0,96 344,0808 9,466211 2,071976
0,98 343,7227 8,860672 2,247312
1 343,3389 8,405634 2,45926
1,02 342,8973 8,373911 2,733132
1,04 342,6518 8,383414 2,787498
1,06 342,4447 8,416925 2,605924
1,08 342,3699 8,386728 2,628671
1,1 342,3843 8,282717 2,716133
1,12 342,2591 8,177745 2,946916
1,14 342,2536 8,222435 3,245611
1,16 342,2536 8,222435 3,245611
1,18 342,3088 8,255325 3,324247
1,2 342,2763 8,258515 3,127268
1,22 342,11 8,193412 3,279818
1,24 341,9283 8,131447 3,711857
1,26 341,7692 8,270831 3,999125
1,28 341,742 8,494419 3,984236
1,3 341,8325 8,620475 3,753027
1,32 341,944 8,816785 3,553232
1,34 342,1223 9,00569 3,272825
1,36 342,1223 9,00569 3,272825
1,38 342,3187 8,982245 3,158604
1,4 342,5265 8,877491 3,212565
1,42 342,7609 8,857322 3,212909
1,44 343,1016 8,935484 3,213608
1,46 343,5235 8,953277 3,248826
1,48 343,8276 8,851707 3,098655
1,5 344,2108 8,826985 3,157584
1,52 344,5626 8,687656 3,413611
1,54 344,7798 8,657536 3,710013
1,56 344,8937 8,562461 3,982241
1,58 344,8937 8,562461 3,982241
1,6 344,8558 8,526597 4,10435
1,62 344,9795 8,52156 4,361012
1,64 345,0491 8,618784 4,79905
1,66 345,178 8,892849 5,213596
1,68 345,4524 9,209145 5,504579
1,7 345,7107 9,575741 5,747069
1,72 346,1064 9,832059 6,105547
1,74 346,5378 10,14339 6,303573
1,76 347,037 10,30984 6,386672
1,78 347,037 10,30984 6,386672
1,8 347,5819 10,46864 6,241102
1,82 348,0454 10,5876 6,173327
1,84 348,4706 10,55412 6,168304
1,86 348,8325 10,61216 6,227916
1,88 349,0536 10,5922 6,182156
1,9 349,1713 10,62972 6,108628
1,92 349,3337 10,73765 5,93293
1,94 349,4547 10,7459 5,784114
1,96 349,4952 10,80522 5,763157
1,98 349,4952 10,80522 5,763157
2 349,5661 10,85613 5,747019
2,02 349,6305 10,811 5,649695
2,04 349,769 10,71764 5,425805
2,06 349,7685 10,52521 5,088357
2,08 349,7148 10,46235 4,727156
2,1 349,6959 10,59758 4,781628
2,12 349,622 10,85443 4,532173
