Time  Yaw  Pitch  Roll
0 0 0 0
0,02 0 0 0
0,04 59,05851 347,6578 358,7214
0,06 59,05851 347,6578 358,7214
0,08 59,05851 347,6578 358,7214
0,09999999 59,05851 347,6578 358,7214
0,12 59,05851 347,6578 358,7214
0,14 59,07373 347,666 358,7498
0,16 59,07373 347,666 358,7498
0,18 59,07373 347,666 358,7498
0,2 59,07373 347,666 358,7498
0,22 59,07373 347,666 358,7498
0,24 59,00609 347,6391 358,7727
0,26 58,93035 347,5933 358,7937
0,28 58,86834 347,5526 358,8135
0,3 58,79209 347,5197 358,8415
0,32 58,75838 347,5238 358,8572
0,34 58,73711 347,5433 358,8738
0,36 58,71985 347,5737 358,8917
0,38 58,69239 347,6165 358,9217
0,4 58,66292 347,6653 358,9503
0,42 58,63317 347,7195 358,9751
0,44 58,61644 347,7581 358,9809
0,46 58,58831 347,8154 358,987
0,48 58,54893 347,8483 358,9991
0,5 58,49734 347,8762 359,0183
0,52 58,4325 347,898 359,0497
0,54 58,38696 347,8979 359,0699
0,56 58,36085 347,9032 359,0784
0,58 58,35777 347,9077 359,0867
0,6 58,35656 347,9212 359,0901
0,62 58,35862 347,9207 359,0861
0,64 58,37036 347,9167 359,0765
0,66 58,39843 347,9233 359,0623
0,68 58,43028 347,9305 359,0423
0,7 58,47743 347,9304 359,0227
0,72 58,51177 347,9261 359,0033
0,74 58,54993 347,9105 358,988
0,76 58,58297 347,8875 358,9796
0,78 58,61579 347,8677 358,9653
0,8 58,61778 347,8609 358,9581
0,82 58,61556 347,8582 358,9437
0,84 58,5989 347,8532 358,9327
0,86 58,57766 347,8364 358,9268
0,88 58,56896 347,8249 358,9207
0,9 58,57021 347,8059 358,9155
0,92 58,5783 347,787 358,9074
0,94 58,57921 347,7792 358,8916
0,96 58,58459 347,7669 358,8732
0,98 58,58236 347,7599 358,8589
1 58,5909 347,7291 358,8458
1,02 58,61448 347,7065 358,8314
1,04 58,6243 347,6829 358,8169
1,06 58,63593 347,6681 358,8073
1,08 58,64007 347,6558 358,8038
1,1 58,64771 347,6519 358,794
1,12 58,6584 347,6544 358,7797
1,14 58,66441 347,6576 358,7697
1,16 58,68128 347,6566 358,7474
1,18 58,69307 347,6547 358,7296
1,2 58,69572 347,661 358,7285
1,22 58,68353 347,6848 358,7408
1,24 58,65758 347,704 358,7598
1,26 58,62716 347,7334 358,7957
1,28 58,60212 347,8417 358,8418
1,3 58,65024 348,0988 358,859
1,32 58,72193 348,4405 358,8614
1,34 58,78352 348,793 358,8771
1,36 58,82053 349,1391 358,936
1,38 58,82963 349,4338 359,0186
1,4 58,80148 349,7877 359,1735
1,42 58,76149 349,9836 359,2717
1,44 58,72569 350,137 359,3363
1,46 58,70463 350,2341 359,3653
1,48 58,7249 350,3027 359,3318
1,5 58,81836 350,3165 359,2596
1,52 58,95546 350,3112 359,1838
1,54 59,14835 350,3031 359,0789
1,56 59,32997 350,2827 358,9878
1,58 59,50221 350,2845 358,8896
1,6 59,68648 350,311 358,7945
1,62 59,90071 350,3667 358,6772
1,64 60,08073 350,397 358,5594
1,66 60,1869 350,3442 358,4699
1,68 60,1466 350,3059 358,4478
1,7 59,92497 350,2616 358,4797
1,72 59,36197 350,2595 358,6178
1,74 58,72845 350,2641 358,8049
1,76 57,85088 350,2798 359,0678
1,78 56,85843 350,3141 359,3764
1,8 55,25704 350,3523 359,8185
1,82 54,01654 350,3106 0,06771401
1,84 52,59776 350,1165 0,2133501
1,86 51,27741 349,7867 0,2841062
1,88 50,02021 349,4019 0,3034335
1,9 48,646 348,9915 0,359888
1,92 47,19781 348,6019 0,4308282
1,94 46,31092 348,3296 0,4585001
1,96 45,62678 348,0911 0,4211331
1,98 44,9026 347,777 0,2205725
2 44,47519 347,5636 0,0153525
2,02 43,98193 347,3163 359,7573
2,04 43,48846 347,0949 359,5112
2,06 43,01896 346,8452 359,2647
2,08 42,35464 346,4583 358,9268
2,1 41,6665 346,0502 358,6934
2,12 40,94813 345,6781 358,5647
