Time  Yaw  Pitch  Roll
0 0 0 0
0,02 0 0 0
0,04 345,1106 6,792383 0,8679356
0,06 345,1106 6,792383 0,8679356
0,08 345,1106 6,792383 0,8679356
0,09999999 345,1106 6,792383 0,8679356
0,12 345,1106 6,792383 0,8679356
0,14 345,3878 5,954791 0,6091073
0,16 345,3878 5,954791 0,6091073
0,18 345,5287 5,750233 0,5499558
0,2 345,6649 5,504008 0,4983071
0,22 345,7426 5,420363 0,3584308
0,24 346,3047 4,998447 359,9127
0,26 346,7054 5,032449 359,7155
0,28 346,9176 5,251581 359,5974
0,3 346,9176 5,251581 359,5974
0,32 347,2307 5,643256 359,4846
0,34 347,5517 5,936542 359,3032
0,36 347,7383 6,281226 359,0678
0,38 348,0428 6,624185 358,8777
0,4 348,0428 6,624185 358,8777
0,42 348,3005 7,024495 358,6232
0,44 348,5766 7,356071 358,3993
0,46 348,8304 7,852201 358,1333
0,48 349,172 8,394029 357,932
0,5 349,3916 9,023437 357,6743
0,52 349,6274 9,632368 357,5895
0,54 349,7957 10,28098 357,4051
0,56 349,9792 10,88741 357,2594
0,58 349,9792 10,88741 357,2594
0,6 350,1911 11,48891 357,1635
0,62 350,3634 11,94992 357,0589
0,64 350,5709 12,44467 356,9261
0,66 350,7825 12,9243 356,854
0,68 350,9102 13,39081 356,7669
0,7 351,0492 13,80874 356,7234
0,72 351,0775 14,3209 356,5959
0,74 351,2028 14,70831 356,6792
0,76 351,1938 15,0128 356,6399
0,78 351,2002 15,28036 356,599
0,8 351,2002 15,28036 356,599
0,82 351,1926 15,45356 356,5309
0,84 351,1465 15,48081 356,4411
0,86 351,0983 15,35162 356,4615
0,88 351,0077 15,46859 356,3387
0,9 350,893 15,48038 356,2354
0,92 350,8002 15,58613 356,0569
0,94 350,7305 15,61627 355,9513
0,96 350,6588 15,75952 355,8885
0,98 350,6588 15,75952 355,8885
1 350,5757 15,86156 355,8204
1,02 350,4938 15,95258 355,7354
1,04 350,4731 16,03132 355,6624
1,06 350,4434 16,13814 355,566
1,08 350,4219 16,15376 355,4501
1,1 350,4417 16,12735 355,3755
1,12 350,472 16,04622 355,2204
1,14 350,5177 16,04478 355,0889
1,16 350,5495 16,05415 355,0844
1,18 350,6058 16,08408 355,0589
1,2 350,6058 16,08408 355,0589
1,22 350,6002 16,16994 355,0155
1,24 350,618 16,25632 354,9232
1,26 350,5627 16,29862 354,8184
1,28 350,5365 16,36569 354,7246
1,3 350,4674 16,53077 354,5231
1,32 350,3339 16,69159 354,4017
1,34 350,1775 16,86624 354,322
1,36 350,0507 16,93666 354,3409
1,38 349,8111 17,11212 354,3134
1,4 349,5789 17,27607 354,2081
1,42 349,3533 17,3186 354,0634
1,44 349,1679 17,31671 353,8138
1,46 349,0726 17,33818 353,6761
1,48 348,9982 17,32226 353,4691
1,5 348,9023 17,34299 353,2348
1,52 348,7495 17,49302 353,0875
1,54 348,7437 17,56491 353,0114
1,56 348,7198 17,60919 352,9583
1,58 348,7628 17,85414 352,7197
1,6 348,8721 18,03873 352,6135
1,62 349,0558 17,88064 352,6398
1,64 349,2638 17,33154 352,7524
1,66 349,3369 17,00016 352,8057
1,68 349,528 16,18394 352,9842
1,7 349,6336 15,30973 353,0362
1,72 349,7524 14,50957 353,1418
1,74 349,8697 13,61414 353,2306
1,76 349,9019 13,12932 353,2914
1,78 349,9697 12,06444 353,4145
1,8 350,1388 10,76468 353,5982
1,82 350,317 9,390965 353,7385
1,84 350,4967 7,865802 353,8977
1,86 350,6378 7,189246 353,9382
1,88 350,913 5,705672 354,2133
1,9 351,3562 4,213463 354,4955
1,92 351,8083 2,705622 354,7949
1,94 352,3096 1,329437 355,0938
1,96 352,5815 0,6901506 355,2464
1,98 353,1486 359,5418 355,4837
2 353,8677 358,2677 355,442
2,02 354,7805 356,6911 355,0697
2,04 355,8889 354,9007 354,6775
2,06 356,4065 354,0808 354,597
2,08 357,2497 352,3232 354,6566
2,1 358,0121 350,4797 354,7636
2,12 358,1472 348,6665 354,7071
